Date,Time,Precipitation_AddisAbeba (mm),Relative Humidity_AddisAbeba (% RH),Temperature_AddisAbeba (?C)
12/22/2012,6:30:00 AM,0,80.8,7.7
12/22/2012,6:45:00 AM,0,83.1,7
12/22/2012,7:00:00 AM,0,82.1,7.5
12/22/2012,7:15:00 AM,0,75.5,9.1
12/22/2012,7:30:00 AM,0,69.8,11.1
12/22/2012,7:45:00 AM,0,65.5,12.7
12/22/2012,8:00:00 AM,0,57.4,14.8
12/22/2012,8:15:00 AM,0,54.4,15.7
12/22/2012,8:30:00 AM,0,52,16.5
12/22/2012,8:45:00 AM,0,49.1,17.5
12/22/2012,9:00:00 AM,0,46.9,18.2
12/22/2012,9:15:00 AM,0,45.1,18.7
12/22/2012,9:30:00 AM,0,44.4,18.7
12/22/2012,9:45:00 AM,0,44,19.2
12/22/2012,10:00:00 AM,0,43.7,19.7
12/22/2012,10:15:00 AM,0,43.2,20
12/22/2012,10:30:00 AM,0,43,20.1
12/22/2012,10:45:00 AM,0,42.3,20.4
12/22/2012,11:00:00 AM,0,41.6,20.7
12/22/2012,11:15:00 AM,0,40.9,20.9
12/22/2012,11:30:00 AM,0,40.6,21.1
12/22/2012,11:45:00 AM,0,40.4,21.2
12/22/2012,12:00:00 PM,0,38.6,21.9
12/22/2012,12:15:00 PM,0,37,22.2
12/22/2012,12:30:00 PM,0,36.5,22.4
12/22/2012,12:45:00 PM,0,35.8,22.7
12/22/2012,1:00:00 PM,0,35.3,22.7
12/22/2012,1:15:00 PM,0,35.5,22.7
12/22/2012,1:30:00 PM,0,36.1,23
12/22/2012,1:45:00 PM,0,36.9,22.6
12/22/2012,2:00:00 PM,0,36,22.8
12/22/2012,2:15:00 PM,0,35.5,22.5
12/22/2012,2:30:00 PM,0,35,23.1
12/22/2012,2:45:00 PM,0,34.5,23.2
12/22/2012,3:00:00 PM,0,34.5,23.4
12/22/2012,3:15:00 PM,0,34.1,23.6
12/22/2012,3:30:00 PM,0,34.7,23.2
12/22/2012,3:45:00 PM,0,34.6,23.2
12/22/2012,4:00:00 PM,0,34.2,23.3
12/22/2012,4:15:00 PM,0,34.5,23
12/22/2012,4:30:00 PM,0,35.1,22.8
12/22/2012,4:45:00 PM,0,35.7,22.3
12/22/2012,5:00:00 PM,0,36.2,22.1
12/22/2012,5:15:00 PM,0,39,21.2
12/22/2012,5:30:00 PM,0,40.5,20.7
12/22/2012,5:45:00 PM,0,42,20.3
12/22/2012,6:00:00 PM,0,43.4,19.7
12/22/2012,6:15:00 PM,0,45.5,19.1
12/22/2012,6:30:00 PM,0,48.9,18.3
12/22/2012,6:45:00 PM,0,52.5,17.6
12/22/2012,7:00:00 PM,0,55.1,17.2
12/22/2012,7:15:00 PM,0,57.5,16.9
12/22/2012,7:30:00 PM,0,58.9,16.6
12/22/2012,7:45:00 PM,0,60.1,16.3
12/22/2012,8:00:00 PM,0,61.3,16
12/22/2012,8:15:00 PM,0,62.4,15.7
12/22/2012,8:30:00 PM,0,62.8,15.6
12/22/2012,8:45:00 PM,0,62.8,15.6
12/22/2012,9:00:00 PM,0,63.5,15.3
12/22/2012,9:15:00 PM,0,64.9,14.9
12/22/2012,9:30:00 PM,0,66.3,14.4
12/22/2012,9:45:00 PM,0,64.8,14.6
12/22/2012,10:00:00 PM,0,65,14.5
12/22/2012,10:15:00 PM,0,66.8,14
12/22/2012,10:30:00 PM,0,67.8,13.7
12/22/2012,10:45:00 PM,0,69.3,13.2
12/22/2012,11:00:00 PM,0,70.5,12.9
12/22/2012,11:15:00 PM,0,70.1,13
12/22/2012,11:30:00 PM,0,69.7,13.2
12/22/2012,11:45:00 PM,0,70,13.3
12/23/2012,12:00:00 AM,0,70.5,13.3
12/23/2012,12:15:00 AM,0,70.8,13.2
12/23/2012,12:30:00 AM,0,70.1,13.3
12/23/2012,12:45:00 AM,0,70.8,13.4
12/23/2012,1:00:00 AM,0,71,13.5
12/23/2012,1:15:00 AM,0,70.8,13.6
12/23/2012,1:30:00 AM,0,70.9,13.5
12/23/2012,1:45:00 AM,0,70.7,13.4
12/23/2012,2:00:00 AM,0,70.3,13.4
12/23/2012,2:15:00 AM,0,71.2,13
12/23/2012,2:30:00 AM,0,72.8,12.6
12/23/2012,2:45:00 AM,0,74.6,12.2
12/23/2012,3:00:00 AM,0,76.6,11.5
12/23/2012,3:15:00 AM,0,76.2,11.6
12/23/2012,3:30:00 AM,0,74.7,11.8
12/23/2012,3:45:00 AM,0,76.5,11.4
12/23/2012,4:00:00 AM,0,76.6,11.3
12/23/2012,4:15:00 AM,0,76.2,11.2
12/23/2012,4:30:00 AM,0,78.3,10.5
12/23/2012,4:45:00 AM,0,82.2,9.6
12/23/2012,5:00:00 AM,0,85.5,9.1
12/23/2012,5:15:00 AM,0,87.8,8.6
12/23/2012,5:30:00 AM,0,88.2,8.5
12/23/2012,5:45:00 AM,0,88.4,8.6
12/23/2012,6:00:00 AM,0,88.1,8.6
12/23/2012,6:15:00 AM,0,89.5,8.4
12/23/2012,6:30:00 AM,0,90.8,8
12/23/2012,6:45:00 AM,0,90.9,8.1
12/23/2012,7:00:00 AM,0,91,7.9
12/23/2012,7:15:00 AM,0,87,9.1
12/23/2012,7:30:00 AM,0,77.9,11.2
12/23/2012,7:45:00 AM,0,67,13.9
12/23/2012,8:00:00 AM,0,62.2,15.1
12/23/2012,8:15:00 AM,0,62.2,15.3
12/23/2012,8:30:00 AM,0,61.4,15.6
12/23/2012,8:45:00 AM,0,59.3,16.3
12/23/2012,9:00:00 AM,0,56.4,17.4
12/23/2012,9:15:00 AM,0,54.6,18
12/23/2012,9:30:00 AM,0,54.7,18
12/23/2012,9:45:00 AM,0,54.2,18.2
12/23/2012,10:00:00 AM,0,52.2,18.9
12/23/2012,10:15:00 AM,0,49.9,19.9
12/23/2012,10:30:00 AM,0,49.2,20.1
12/23/2012,10:45:00 AM,0,48.1,20.2
12/23/2012,11:00:00 AM,0,47.2,20.5
12/23/2012,11:15:00 AM,0,45.3,21.1
12/23/2012,11:30:00 AM,0,46,21.1
12/23/2012,11:45:00 AM,0,45.1,21.1
12/23/2012,12:00:00 PM,0,44.8,21.4
12/23/2012,12:15:00 PM,0,44.1,21.6
12/23/2012,12:30:00 PM,0,43,21.8
12/23/2012,12:45:00 PM,0,43,22
12/23/2012,1:00:00 PM,0,41.7,22.2
12/23/2012,1:15:00 PM,0,40.6,22.6
12/23/2012,1:30:00 PM,0,40.2,22.3
12/23/2012,1:45:00 PM,0,39.8,22.3
12/23/2012,2:00:00 PM,0,39.7,22.2
12/23/2012,2:15:00 PM,0,38.6,22.7
12/23/2012,2:30:00 PM,0,38.6,22.8
12/23/2012,2:45:00 PM,0,38,23
12/23/2012,3:00:00 PM,0,38.1,23.1
12/23/2012,3:15:00 PM,0,39.2,22.7
12/23/2012,3:30:00 PM,0,38.9,22.8
12/23/2012,3:45:00 PM,0,39,22.6
12/23/2012,4:00:00 PM,0,39.5,22.2
12/23/2012,4:15:00 PM,0,39.4,22.1
12/23/2012,4:30:00 PM,0,38.9,22
12/23/2012,4:45:00 PM,0,39.9,21.2
12/23/2012,5:00:00 PM,0,41.2,20.6
12/23/2012,5:15:00 PM,0,42.5,20.3
12/23/2012,5:30:00 PM,0,42.6,20.1
12/23/2012,5:45:00 PM,0,42.7,19.5
12/23/2012,6:00:00 PM,0,43.8,19.1
12/23/2012,6:15:00 PM,0,44.7,18.5
12/23/2012,6:30:00 PM,0,46.6,18
12/23/2012,6:45:00 PM,0,47.9,17.7
12/23/2012,7:00:00 PM,0,49.2,17.5
12/23/2012,7:15:00 PM,0,50.4,17.5
12/23/2012,7:30:00 PM,0,49,17.6
12/23/2012,7:45:00 PM,0,48.1,17.4
12/23/2012,8:00:00 PM,0,48.5,17
12/23/2012,8:15:00 PM,0,48.5,16.8
12/23/2012,8:30:00 PM,0,49.6,16.8
12/23/2012,8:45:00 PM,0,50.9,16.5
12/23/2012,9:00:00 PM,0,52.2,16.2
12/23/2012,9:15:00 PM,0,54.9,15.7
12/23/2012,9:30:00 PM,0,56.1,15.3
12/23/2012,9:45:00 PM,0,55.7,15.1
12/23/2012,10:00:00 PM,0,56.5,14.7
12/23/2012,10:15:00 PM,0,57.6,14.6
12/23/2012,10:30:00 PM,0,57.7,14.4
12/23/2012,10:45:00 PM,0,59.6,13.9
12/23/2012,11:00:00 PM,0,61.6,13.8
12/23/2012,11:15:00 PM,0,61.6,13.9
12/23/2012,11:30:00 PM,0,62.3,13.8
12/23/2012,11:45:00 PM,0,63.6,13.5
12/24/2012,12:00:00 AM,0,65.4,13
12/24/2012,12:15:00 AM,0,67.7,12.2
12/24/2012,12:30:00 AM,0,68.2,12.1
12/24/2012,12:45:00 AM,0,70.2,11.5
12/24/2012,1:00:00 AM,0,72.1,11
12/24/2012,1:15:00 AM,0,71.9,11.1
12/24/2012,1:30:00 AM,0,77,9.8
12/24/2012,1:45:00 AM,0,78.9,9.5
12/24/2012,2:00:00 AM,0,79.6,9.5
12/24/2012,2:15:00 AM,0,83.7,8.8
12/24/2012,2:30:00 AM,0,85.4,8.6
12/24/2012,2:45:00 AM,0,85.1,8.8
12/24/2012,3:00:00 AM,0,85.4,8.4
12/24/2012,3:15:00 AM,0,87.3,8
12/24/2012,3:30:00 AM,0,88.1,7.8
12/24/2012,3:45:00 AM,0,90.7,7.2
12/24/2012,4:00:00 AM,0,92.4,7
12/24/2012,4:15:00 AM,0,92.2,7
12/24/2012,4:30:00 AM,0,89.7,7.1
12/24/2012,4:45:00 AM,0,90.9,6.9
12/24/2012,5:00:00 AM,0,90.9,6.8
12/24/2012,5:15:00 AM,0,91.4,6.4
12/24/2012,5:30:00 AM,0,92.3,6.3
12/24/2012,5:45:00 AM,0,92.9,6.1
12/24/2012,6:00:00 AM,0,92,6.3
12/24/2012,6:15:00 AM,0,92.2,6
12/24/2012,6:30:00 AM,0,91.7,6.1
12/24/2012,6:45:00 AM,0,90.3,6.4
12/24/2012,7:00:00 AM,0,86.8,7.1
12/24/2012,7:15:00 AM,0,81,8.5
12/24/2012,7:30:00 AM,0,76.7,9.8
12/24/2012,7:45:00 AM,0,72.6,11.3
12/24/2012,8:00:00 AM,0,66,13.3
12/24/2012,8:15:00 AM,0,62.6,14.2
12/24/2012,8:30:00 AM,0,58.5,15.3
12/24/2012,8:45:00 AM,0,52.1,16.6
12/24/2012,9:00:00 AM,0,46.1,17.4
12/24/2012,9:15:00 AM,0,45.4,17.9
12/24/2012,9:30:00 AM,0,44.9,18
12/24/2012,9:45:00 AM,0,45.1,18.4
12/24/2012,10:00:00 AM,0,43.9,18.9
12/24/2012,10:15:00 AM,0,39.8,19.8
12/24/2012,10:30:00 AM,0,35.1,20.3
12/24/2012,10:45:00 AM,0,33.7,20.9
12/24/2012,11:00:00 AM,0,34.1,21.1
12/24/2012,11:15:00 AM,0,32.5,21.2
12/24/2012,11:30:00 AM,0,31.7,21.7
12/24/2012,11:45:00 AM,0,31,21.9
12/24/2012,12:00:00 PM,0,30.2,21.8
12/24/2012,12:15:00 PM,0,29.9,21.9
12/24/2012,12:30:00 PM,0,28.2,22.6
12/24/2012,12:45:00 PM,0,27.1,22.8
12/24/2012,1:00:00 PM,0,26.7,22.8
12/24/2012,1:15:00 PM,0,27,22.6
12/24/2012,1:30:00 PM,0,26.4,23.1
12/24/2012,1:45:00 PM,0,27.1,23.4
12/24/2012,2:00:00 PM,0,26.5,23.6
12/24/2012,2:15:00 PM,0,27.4,22.9
12/24/2012,2:30:00 PM,0,27.1,23.3
12/24/2012,2:45:00 PM,0,25.9,23.5
12/24/2012,3:00:00 PM,0,25,23.5
12/24/2012,3:15:00 PM,0,24.4,23.6
12/24/2012,3:30:00 PM,0,23.6,23.3
12/24/2012,3:45:00 PM,0,22.2,23.3
12/24/2012,4:00:00 PM,0,22.3,23
12/24/2012,4:15:00 PM,0,21,22.6
12/24/2012,4:30:00 PM,0,19.8,22.4
12/24/2012,4:45:00 PM,0,19,22.1
12/24/2012,5:00:00 PM,0,20.2,21.7
12/24/2012,5:15:00 PM,0,20.1,20.9
12/24/2012,5:30:00 PM,0,19.4,20.3
12/24/2012,5:45:00 PM,0,22.5,19.7
12/24/2012,6:00:00 PM,0,24,18.9
12/24/2012,6:15:00 PM,0,26.4,18.4
12/24/2012,6:30:00 PM,0,28.3,17.8
12/24/2012,6:45:00 PM,0,29.2,17.5
12/24/2012,7:00:00 PM,0,30.3,17.2
12/24/2012,7:15:00 PM,0,32.1,16.9
12/24/2012,7:30:00 PM,0,33.4,16.6
12/24/2012,7:45:00 PM,0,34.8,16.1
12/24/2012,8:00:00 PM,0,35.4,15.9
12/24/2012,8:15:00 PM,0,35.3,15.9
12/24/2012,8:30:00 PM,0,35,15.8
12/24/2012,8:45:00 PM,0,35.9,15.3
12/24/2012,9:00:00 PM,0,35.1,15.4
12/24/2012,9:15:00 PM,0,34.2,15.5
12/24/2012,9:30:00 PM,0,33.1,15.5
12/24/2012,9:45:00 PM,0,32.1,15.5
12/24/2012,10:00:00 PM,0,31.8,15.1
12/24/2012,10:15:00 PM,0,33.8,14.2
12/24/2012,10:30:00 PM,0,40.4,12.9
12/24/2012,10:45:00 PM,0,41,12.4
12/24/2012,11:00:00 PM,0,41.5,12.2
12/24/2012,11:15:00 PM,0,42.4,12.8
12/24/2012,11:30:00 PM,0,41,13.3
12/24/2012,11:45:00 PM,0,41.3,13.1
12/25/2012,12:00:00 AM,0,41.7,12.7
12/25/2012,12:15:00 AM,0,44.7,11.6
12/25/2012,12:30:00 AM,0,48.9,10.3
12/25/2012,12:45:00 AM,0,48.2,10.6
12/25/2012,1:00:00 AM,0,49.6,10.1
12/25/2012,1:15:00 AM,0,51.9,9.7
12/25/2012,1:30:00 AM,0,53.3,9.4
12/25/2012,1:45:00 AM,0,55.8,8.6
12/25/2012,2:00:00 AM,0,57,8.1
12/25/2012,2:15:00 AM,0,60.5,7.2
12/25/2012,2:30:00 AM,0,58.9,7.6
12/25/2012,2:45:00 AM,0,60.2,7.1
12/25/2012,3:00:00 AM,0,63.6,6.6
12/25/2012,3:15:00 AM,0,61.9,7.1
12/25/2012,3:30:00 AM,0,64.3,6.4
12/25/2012,3:45:00 AM,0,64.9,6.2
12/25/2012,4:00:00 AM,0,65.9,5.9
12/25/2012,4:15:00 AM,0,66.3,6
12/25/2012,4:30:00 AM,0,65,6.3
12/25/2012,4:45:00 AM,0,65.3,6.3
12/25/2012,5:00:00 AM,0,66.1,6.2
12/25/2012,5:15:00 AM,0,66.1,6.2
12/25/2012,5:30:00 AM,0,66,6.3
12/25/2012,5:45:00 AM,0,64.1,6.8
12/25/2012,6:00:00 AM,0,64.9,6.8
12/25/2012,6:15:00 AM,0,66.1,6.5
12/25/2012,6:30:00 AM,0,70.1,5.7
12/25/2012,6:45:00 AM,0,74.2,4.9
12/25/2012,7:00:00 AM,0,71.6,5.6
12/25/2012,7:15:00 AM,0,63.7,7.6
12/25/2012,7:30:00 AM,0,55.1,10.5
12/25/2012,7:45:00 AM,0,47.3,12.8
12/25/2012,8:00:00 AM,0,44.5,13.1
12/25/2012,8:15:00 AM,0,41.5,14.2
12/25/2012,8:30:00 AM,0,39.2,15.1
12/25/2012,8:45:00 AM,0,38.5,15.4
12/25/2012,9:00:00 AM,0,35.1,16.4
12/25/2012,9:15:00 AM,0,33.7,17.4
12/25/2012,9:30:00 AM,0,32.6,18
12/25/2012,9:45:00 AM,0,31.7,18.9
12/25/2012,10:00:00 AM,0,29.5,19.4
12/25/2012,10:15:00 AM,0,29,20
12/25/2012,10:30:00 AM,0,30,20.2
12/25/2012,10:45:00 AM,0,26.9,20.6
12/25/2012,11:00:00 AM,0,26.3,20.8
12/25/2012,11:15:00 AM,0,25.6,21.3
12/25/2012,11:30:00 AM,0,25.1,21.4
12/25/2012,11:45:00 AM,0,23.8,21.5
12/25/2012,12:00:00 PM,0,22.6,22
12/25/2012,12:15:00 PM,0,21.6,22.4
12/25/2012,12:30:00 PM,0,19.9,22.1
12/25/2012,12:45:00 PM,0,19.3,22.1
12/25/2012,1:00:00 PM,0,18,22.8
12/25/2012,1:15:00 PM,0,17.7,23.1
12/25/2012,1:30:00 PM,0,17.6,22.8
12/25/2012,1:45:00 PM,0,18.1,23.2
12/25/2012,2:00:00 PM,0,17.7,23.3
12/25/2012,2:15:00 PM,0,17.5,23.3
12/25/2012,2:30:00 PM,0,17.6,23.3
12/25/2012,2:45:00 PM,0,17.2,23.2
12/25/2012,3:00:00 PM,0,17.5,23.2
12/25/2012,3:15:00 PM,0,17.3,23.1
12/25/2012,3:30:00 PM,0,17.7,23.1
12/25/2012,3:45:00 PM,0,18.3,22.7
12/25/2012,4:00:00 PM,0,18.1,22.4
12/25/2012,4:15:00 PM,0,18.2,22.4
12/25/2012,4:30:00 PM,0,18.4,22
12/25/2012,4:45:00 PM,0,18.8,21.8
12/25/2012,5:00:00 PM,0,18.5,21.4
12/25/2012,5:15:00 PM,0,18.8,20.6
12/25/2012,5:30:00 PM,0,18.3,20
12/25/2012,5:45:00 PM,0,18.5,19.4
12/25/2012,6:00:00 PM,0,17.9,18.8
12/25/2012,6:15:00 PM,0,17.4,18
12/25/2012,6:30:00 PM,0,17.5,17.4
12/25/2012,6:45:00 PM,0,17.6,17
12/25/2012,7:00:00 PM,0,18.7,16.5
12/25/2012,7:15:00 PM,0,19.3,16.1
12/25/2012,7:30:00 PM,0,19.2,15.9
12/25/2012,7:45:00 PM,0,19.4,15.7
12/25/2012,8:00:00 PM,0,20.2,15.2
12/25/2012,8:15:00 PM,0,20.2,15.2
12/25/2012,8:30:00 PM,0,20.3,15.2
12/25/2012,8:45:00 PM,0,20.6,15
12/25/2012,9:00:00 PM,0,22,14.3
12/25/2012,9:15:00 PM,0,23.8,13.4
12/25/2012,9:30:00 PM,0,26.5,12.4
12/25/2012,9:45:00 PM,0,29,11.2
12/25/2012,10:00:00 PM,0,29.4,11.6
12/25/2012,10:15:00 PM,0,31.7,10.8
12/25/2012,10:30:00 PM,0,32.4,10.2
12/25/2012,10:45:00 PM,0,33.6,9.5
12/25/2012,11:00:00 PM,0,35.1,9.2
12/25/2012,11:15:00 PM,0,31.9,10.1
12/25/2012,11:30:00 PM,0,31.4,10.6
12/25/2012,11:45:00 PM,0,27.4,11.7
12/26/2012,12:00:00 AM,0,25.4,12.3
12/26/2012,12:15:00 AM,0,25.5,12
12/26/2012,12:30:00 AM,0,25.2,11.8
12/26/2012,12:45:00 AM,0,24.5,12
12/26/2012,1:00:00 AM,0,31.3,10.5
12/26/2012,1:15:00 AM,0,44.3,8.3
12/26/2012,1:30:00 AM,0,47.2,7.4
12/26/2012,1:45:00 AM,0,49,7
12/26/2012,2:00:00 AM,0,48.9,7.2
12/26/2012,2:15:00 AM,0,51.3,6.7
12/26/2012,2:30:00 AM,0,52.1,6.5
12/26/2012,2:45:00 AM,0,46.1,7.6
12/26/2012,3:00:00 AM,0,47.8,7.2
12/26/2012,3:15:00 AM,0,47.9,6.6
12/26/2012,3:30:00 AM,0,50.9,6
12/26/2012,3:45:00 AM,0,53.6,5.8
12/26/2012,4:00:00 AM,0,53.1,5.7
12/26/2012,4:15:00 AM,0,52.5,5.6
12/26/2012,4:30:00 AM,0,52.3,5.6
12/26/2012,4:45:00 AM,0,54.4,5.2
12/26/2012,5:00:00 AM,0,56.9,5.1
12/26/2012,5:15:00 AM,0,59.4,4.8
12/26/2012,5:30:00 AM,0,59.6,5.1
12/26/2012,5:45:00 AM,0,57.9,5.5
12/26/2012,6:00:00 AM,0,55.3,5.7
12/26/2012,6:15:00 AM,0,53.1,5.7
12/26/2012,6:30:00 AM,0,55.9,5.3
12/26/2012,6:45:00 AM,0,55.5,5.5
12/26/2012,7:00:00 AM,0,56.9,5.4
12/26/2012,7:15:00 AM,0,53.7,6.7
12/26/2012,7:30:00 AM,0,41.6,9.6
12/26/2012,7:45:00 AM,0,46,10.3
12/26/2012,8:00:00 AM,0,35.9,13.3
12/26/2012,8:15:00 AM,0,30.7,15.2
12/26/2012,8:30:00 AM,0,29.2,15.3
12/26/2012,8:45:00 AM,0,28.5,16.5
12/26/2012,9:00:00 AM,0,27,17.4
12/26/2012,9:15:00 AM,0,26.1,17.9
12/26/2012,9:30:00 AM,0,26.5,18.4
12/26/2012,9:45:00 AM,0,27.7,18.5
12/26/2012,10:00:00 AM,0,28.5,19.1
12/26/2012,10:15:00 AM,0,27.7,19.8
12/26/2012,10:30:00 AM,0,27.3,20
12/26/2012,10:45:00 AM,0,26.7,20.1
12/26/2012,11:00:00 AM,0,26.3,20.4
12/26/2012,11:15:00 AM,0,25.8,20.7
12/26/2012,11:30:00 AM,0,25.1,21
12/26/2012,11:45:00 AM,0,25.1,21.1
12/26/2012,12:00:00 PM,0,24.9,21.6
12/26/2012,12:15:00 PM,0,24.1,21.9
12/26/2012,12:30:00 PM,0,24.2,22.1
12/26/2012,12:45:00 PM,0,23.8,22.2
12/26/2012,1:00:00 PM,0,23.4,22.7
12/26/2012,1:15:00 PM,0,22.8,22.5
12/26/2012,1:30:00 PM,0,22.5,22.5
12/26/2012,1:45:00 PM,0,22.1,22.2
12/26/2012,2:00:00 PM,0,22,22.1
12/26/2012,2:15:00 PM,0,22.6,22.7
12/26/2012,2:30:00 PM,0,22.5,22.7
12/26/2012,2:45:00 PM,0,21.3,22.6
12/26/2012,3:00:00 PM,0,22.6,22.8
12/26/2012,3:15:00 PM,0,22.9,22.9
12/26/2012,3:30:00 PM,0,22.7,22.8
12/26/2012,3:45:00 PM,0,23.2,22.4
12/26/2012,4:00:00 PM,0,23.4,22.4
12/26/2012,4:15:00 PM,0,24.4,22.1
12/26/2012,4:30:00 PM,0,24.3,22
12/26/2012,4:45:00 PM,0,24.6,21.7
12/26/2012,5:00:00 PM,0,24.7,21.2
12/26/2012,5:15:00 PM,0,25.5,20.5
12/26/2012,5:30:00 PM,0,26.3,19.7
12/26/2012,5:45:00 PM,0,27.1,19.2
12/26/2012,6:00:00 PM,0,27.6,18.5
12/26/2012,6:15:00 PM,0,28.9,17.8
12/26/2012,6:30:00 PM,0,29.6,17.3
12/26/2012,6:45:00 PM,0,30,16.8
12/26/2012,7:00:00 PM,0,30.3,16.6
12/26/2012,7:15:00 PM,0,31.3,15.9
12/26/2012,7:30:00 PM,0,31.5,15.6
12/26/2012,7:45:00 PM,0,31.9,15.4
12/26/2012,8:00:00 PM,0,32.2,15.2
12/26/2012,8:15:00 PM,0,32.6,15.1
12/26/2012,8:30:00 PM,0,33.1,14.9
12/26/2012,8:45:00 PM,0,33.6,14.7
12/26/2012,9:00:00 PM,0,34.2,14.3
12/26/2012,9:15:00 PM,0,34.8,14.1
12/26/2012,9:30:00 PM,0,35.4,13.6
12/26/2012,9:45:00 PM,0,34.3,13.8
12/26/2012,10:00:00 PM,0,34.2,13.8
12/26/2012,10:15:00 PM,0,35.3,13.2
12/26/2012,10:30:00 PM,0,36.8,12.6
12/26/2012,10:45:00 PM,0,37.3,12.3
12/26/2012,11:00:00 PM,0,38,12
12/26/2012,11:15:00 PM,0,38.2,12
12/26/2012,11:30:00 PM,0,38.6,12
12/26/2012,11:45:00 PM,0,38.7,11.9
12/27/2012,12:00:00 AM,0,38.7,12.2
12/27/2012,12:15:00 AM,0,38.9,12.6
12/27/2012,12:30:00 AM,0,39.5,12.9
12/27/2012,12:45:00 AM,0,38.8,13.1
12/27/2012,1:00:00 AM,0,38,12.9
12/27/2012,1:15:00 AM,0,39.1,12.4
12/27/2012,1:30:00 AM,0,40.6,11.9
12/27/2012,1:45:00 AM,0,42.6,11.2
12/27/2012,2:00:00 AM,0,43.4,10.9
12/27/2012,2:15:00 AM,0,43.6,10.8
12/27/2012,2:30:00 AM,0,43.9,10.7
12/27/2012,2:45:00 AM,0,47,9.6
12/27/2012,3:00:00 AM,0,50.4,8.8
12/27/2012,3:15:00 AM,0,54.2,7.7
12/27/2012,3:30:00 AM,0,55.6,7.5
12/27/2012,3:45:00 AM,0,60.7,7.5
12/27/2012,4:00:00 AM,0,65.2,6.5
12/27/2012,4:15:00 AM,0,67.4,6.1
12/27/2012,4:30:00 AM,0,69.3,5.7
12/27/2012,4:45:00 AM,0,69.7,5.7
12/27/2012,5:00:00 AM,0,69.4,5.8
12/27/2012,5:15:00 AM,0,70.1,5.6
12/27/2012,5:30:00 AM,0,70.7,5.5
12/27/2012,5:45:00 AM,0,70.6,5.5
12/27/2012,6:00:00 AM,0,69,5.7
12/27/2012,6:15:00 AM,0,70,5.5
12/27/2012,6:30:00 AM,0,70.2,5.5
12/27/2012,6:45:00 AM,0,66.3,6.3
12/27/2012,7:00:00 AM,0,66.7,6.3
12/27/2012,7:15:00 AM,0,61.1,7.9
12/27/2012,7:30:00 AM,0,55.4,9.6
12/27/2012,7:45:00 AM,0,51.5,11.2
12/27/2012,8:00:00 AM,0,46.7,12.8
12/27/2012,8:15:00 AM,0,42.7,14.1
12/27/2012,8:30:00 AM,0,38.7,15.6
12/27/2012,8:45:00 AM,0,36.7,17
12/27/2012,9:00:00 AM,0,32.9,18.2
12/27/2012,9:15:00 AM,0,31.6,18.3
12/27/2012,9:30:00 AM,0,31.6,18.8
12/27/2012,9:45:00 AM,0,31.8,19.1
12/27/2012,10:00:00 AM,0,31.8,19.3
12/27/2012,10:15:00 AM,0,31.9,19.4
12/27/2012,10:30:00 AM,0,31.2,19.9
12/27/2012,10:45:00 AM,0,30.9,20.2
12/27/2012,11:00:00 AM,0,30,20.9
12/27/2012,11:15:00 AM,0,29.6,21.2
12/27/2012,11:30:00 AM,0,29.5,21
12/27/2012,11:45:00 AM,0,29.4,21.3
12/27/2012,12:00:00 PM,0,28.8,21.8
12/27/2012,12:15:00 PM,0,28.3,21.6
12/27/2012,12:30:00 PM,0,27.5,21.9
12/27/2012,12:45:00 PM,0,27.6,22.3
12/27/2012,1:00:00 PM,0,27.7,22.1
12/27/2012,1:15:00 PM,0,27.1,22.5
12/27/2012,1:30:00 PM,0,26.6,23
12/27/2012,1:45:00 PM,0,26.3,23.3
12/27/2012,2:00:00 PM,0,26.4,22.5
12/27/2012,2:15:00 PM,0,26,22.7
12/27/2012,2:30:00 PM,0,26.7,22.5
12/27/2012,2:45:00 PM,0,26.2,23
12/27/2012,3:00:00 PM,0,25.6,23.4
12/27/2012,3:15:00 PM,0,26.1,23.2
12/27/2012,3:30:00 PM,0,25.8,23
12/27/2012,3:45:00 PM,0,24.8,23.8
12/27/2012,4:00:00 PM,0,24.9,23.5
12/27/2012,4:15:00 PM,0,24.6,23.6
12/27/2012,4:30:00 PM,0,24.6,23.6
12/27/2012,4:45:00 PM,0,24.9,23.2
12/27/2012,5:00:00 PM,0,25.9,22.6
12/27/2012,5:15:00 PM,0,26.7,21.8
12/27/2012,5:30:00 PM,0,27.7,21.2
12/27/2012,5:45:00 PM,0,28.7,20.8
12/27/2012,6:00:00 PM,0,29.6,20.5
12/27/2012,6:15:00 PM,0,31.1,19.9
12/27/2012,6:30:00 PM,0,32.7,19.3
12/27/2012,6:45:00 PM,0,34.9,18.8
12/27/2012,7:00:00 PM,0,36.9,18.2
12/27/2012,7:15:00 PM,0,39.4,17.4
12/27/2012,7:30:00 PM,0,41.6,16.9
12/27/2012,7:45:00 PM,0,42.3,16.8
12/27/2012,8:00:00 PM,0,44.2,16.5
12/27/2012,8:15:00 PM,0,45.5,16.2
12/27/2012,8:30:00 PM,0,47,16
12/27/2012,8:45:00 PM,0,49.9,15.3
12/27/2012,9:00:00 PM,0,51.4,15.2
12/27/2012,9:15:00 PM,0,52.6,14.9
12/27/2012,9:30:00 PM,0,53,14.9
12/27/2012,9:45:00 PM,0,54.1,14.7
12/27/2012,10:00:00 PM,0,55,14.4
12/27/2012,10:15:00 PM,0,55.4,14.2
