Date,Time,Precipitation_AddisAbeba (mm),Relative Humidity_AddisAbeba (% RH),Temperature_AddisAbeba (?C)
12/27/2016,10:30:00 AM,0,26,19.3
12/27/2016,10:45:00 AM,0,26.5,19.3
12/27/2016,11:00:00 AM,0,26,19.6
12/27/2016,11:15:00 AM,0,26.7,20.2
12/27/2016,11:30:00 AM,0,23.9,20.2
12/27/2016,11:45:00 AM,0,22.9,20.6
12/27/2016,12:00:00 PM,0,22.7,20.9
12/27/2016,12:15:00 PM,0,21.8,21.3
12/27/2016,12:30:00 PM,0,22.2,21.7
12/27/2016,12:45:00 PM,0,21,21.4
12/27/2016,1:00:00 PM,0,20.9,21.8
12/27/2016,1:15:00 PM,0,20.5,22.2
12/27/2016,1:30:00 PM,0,18.8,22.1
12/27/2016,1:45:00 PM,0,19.6,21.8
12/27/2016,2:00:00 PM,0,20,22
12/27/2016,2:15:00 PM,0,19.2,22.3
12/27/2016,2:30:00 PM,0,19,21.8
12/27/2016,2:45:00 PM,0,19.5,21.7
12/27/2016,3:00:00 PM,0,19.1,21.8
12/27/2016,3:15:00 PM,0,18.7,22.3
12/27/2016,3:30:00 PM,0,18.2,22.2
12/27/2016,3:45:00 PM,0,17.9,22
12/27/2016,4:00:00 PM,0,18.2,21.9
12/27/2016,4:15:00 PM,0,18.5,21.9
12/27/2016,4:30:00 PM,0,18.6,21.6
12/27/2016,4:45:00 PM,0,19.6,21.1
12/27/2016,5:00:00 PM,0,20.2,20.6
12/27/2016,5:15:00 PM,0,20.8,20.3
12/27/2016,5:30:00 PM,0,22.2,19.6
12/27/2016,5:45:00 PM,0,23.3,18.9
12/27/2016,6:00:00 PM,0,23.9,18.2
12/27/2016,6:15:00 PM,0,24.5,17.6
12/27/2016,6:30:00 PM,0,26.5,16.7
12/27/2016,6:45:00 PM,0,27.9,16.1
12/27/2016,7:00:00 PM,0,29.2,15.7
12/27/2016,7:15:00 PM,0,30,15.3
12/27/2016,7:30:00 PM,0,30.6,15.1
12/27/2016,7:45:00 PM,0,30.7,15
12/27/2016,8:00:00 PM,0,31.2,14.9
12/27/2016,8:15:00 PM,0,32.2,14.7
12/27/2016,8:30:00 PM,0,33.5,14.3
12/27/2016,8:45:00 PM,0,34.5,13.9
12/27/2016,9:00:00 PM,0,35.2,13.6
12/27/2016,9:15:00 PM,0,36.8,12.8
12/27/2016,9:30:00 PM,0,36.9,12.6
12/27/2016,9:45:00 PM,0,37.9,12.1
12/27/2016,10:00:00 PM,0,38,12.1
12/27/2016,10:15:00 PM,0,37.7,12.2
12/27/2016,10:30:00 PM,0,39.1,11.7
12/27/2016,10:45:00 PM,0,39.2,11.8
12/27/2016,11:00:00 PM,0,40.1,11.5
12/27/2016,11:15:00 PM,0,40.8,11.2
12/27/2016,11:30:00 PM,0,41.4,11
12/27/2016,11:45:00 PM,0,42.8,10.6
12/28/2016,12:00:00 AM,0,43.4,10.7
12/28/2016,12:15:00 AM,0,42.8,11.1
12/28/2016,12:30:00 AM,0,43.7,10.7
12/28/2016,12:45:00 AM,0,47.6,9.2
12/28/2016,1:00:00 AM,0,49.9,8.6
12/28/2016,1:15:00 AM,0,53.9,7.7
12/28/2016,1:30:00 AM,0,57.9,6.8
12/28/2016,1:45:00 AM,0,61.7,5.9
12/28/2016,2:00:00 AM,0,64.9,5.3
12/28/2016,2:15:00 AM,0,66.8,5.1
12/28/2016,2:30:00 AM,0,66.5,5.3
12/28/2016,2:45:00 AM,0,66.5,5.3
12/28/2016,3:00:00 AM,0,65.2,5.4
12/28/2016,3:15:00 AM,0,66.4,5.1
12/28/2016,3:30:00 AM,0,70.7,4.2
12/28/2016,3:45:00 AM,0,70.4,4.2
12/28/2016,4:00:00 AM,0,71,4
12/28/2016,4:15:00 AM,0,73.2,3.6
12/28/2016,4:30:00 AM,0,72.8,3.6
12/28/2016,4:45:00 AM,0,70.6,3.9
12/28/2016,5:00:00 AM,0,72.8,3.5
12/28/2016,5:15:00 AM,0,67.2,4.6
12/28/2016,5:30:00 AM,0,66.1,4.8
12/28/2016,5:45:00 AM,0,70.9,3.8
12/28/2016,6:00:00 AM,0,68.8,4.5
12/28/2016,6:15:00 AM,0,69,4.4
12/28/2016,6:30:00 AM,0,71.4,3.7
12/28/2016,6:45:00 AM,0,74.4,3.2
12/28/2016,7:00:00 AM,0,68.6,4.4
12/28/2016,7:15:00 AM,0,68.8,4.5
12/28/2016,7:30:00 AM,0,61.7,6.6
12/28/2016,7:45:00 AM,0,53,9.8
12/28/2016,8:00:00 AM,0,43.9,11.8
12/28/2016,8:15:00 AM,0,38.7,13.5
12/28/2016,8:30:00 AM,0,38.8,13.5
12/28/2016,8:45:00 AM,0,37,14
12/28/2016,9:00:00 AM,0,34.7,14.9
12/28/2016,9:15:00 AM,0,32.8,16
12/28/2016,9:30:00 AM,0,30.4,16.5
12/28/2016,9:45:00 AM,0,30,17.3
12/28/2016,10:00:00 AM,0,30.8,17.8
12/28/2016,10:15:00 AM,0,30.8,18.6
12/28/2016,10:30:00 AM,0,29.7,19.2
12/28/2016,10:45:00 AM,0,30,19.4
12/28/2016,11:00:00 AM,0,28,20.1
12/28/2016,11:15:00 AM,0,23.5,20.4
12/28/2016,11:30:00 AM,0,23.4,20.7
12/28/2016,11:45:00 AM,0,23.4,21.2
12/28/2016,12:00:00 PM,0,21.2,21.7
12/28/2016,12:15:00 PM,0,21.2,21.9
12/28/2016,12:30:00 PM,0,20.1,22
12/28/2016,12:45:00 PM,0,19.9,22.1
12/28/2016,1:00:00 PM,0,19.3,22.2
12/28/2016,1:15:00 PM,0,19.6,22.1
12/28/2016,1:30:00 PM,0,19.6,22
12/28/2016,1:45:00 PM,0,19.8,22.2
12/28/2016,2:00:00 PM,0,20,22.2
12/28/2016,2:15:00 PM,0,20.3,22.2
12/28/2016,2:30:00 PM,0,21.1,21.8
12/28/2016,2:45:00 PM,0,20.3,22.3
12/28/2016,3:00:00 PM,0,19.9,22.2
12/28/2016,3:15:00 PM,0,19.2,22.1
12/28/2016,3:30:00 PM,0,17.7,22.3
12/28/2016,3:45:00 PM,0,16.8,22
12/28/2016,4:00:00 PM,0,16.9,22.3
12/28/2016,4:15:00 PM,0,17.6,21.8
12/28/2016,4:30:00 PM,0,18.4,21.7
12/28/2016,4:45:00 PM,0,18.3,21.6
12/28/2016,5:00:00 PM,0,17.6,21
12/28/2016,5:15:00 PM,0,18.6,20.8
12/28/2016,5:30:00 PM,0,18.8,19.9
12/28/2016,5:45:00 PM,0,20.7,19.2
12/28/2016,6:00:00 PM,0,22.1,18.2
12/28/2016,6:15:00 PM,0,23.4,17.2
12/28/2016,6:30:00 PM,0,24,16.3
12/28/2016,6:45:00 PM,0,23.7,15.4
12/28/2016,7:00:00 PM,0,24.5,14.6
12/28/2016,7:15:00 PM,0,24.6,14.4
12/28/2016,7:30:00 PM,0,25,14.4
12/28/2016,7:45:00 PM,0,25.8,13.9
12/28/2016,8:00:00 PM,0,25.8,13.7
12/28/2016,8:15:00 PM,0,25.5,14.2
12/28/2016,8:30:00 PM,0,27.5,13.3
12/28/2016,8:45:00 PM,0,29.1,12.4
12/28/2016,9:00:00 PM,0,32.6,11.1
12/28/2016,9:15:00 PM,0,34.7,10.3
12/28/2016,9:30:00 PM,0,30.8,11.7
12/28/2016,9:45:00 PM,0,31.9,11.3
12/28/2016,10:00:00 PM,0,30.7,11.8
12/28/2016,10:15:00 PM,0,33.9,10.7
12/28/2016,10:30:00 PM,0,34.6,10.2
12/28/2016,10:45:00 PM,0,33.2,10.9
12/28/2016,11:00:00 PM,0,33.7,10.9
12/28/2016,11:15:00 PM,0,38.3,9.3
12/28/2016,11:30:00 PM,0,36.8,9.6
12/28/2016,11:45:00 PM,0,35.9,10
12/29/2016,12:00:00 AM,0,40.5,9
12/29/2016,12:15:00 AM,0,47.9,7
12/29/2016,12:30:00 AM,0,51.7,6.7
12/29/2016,12:45:00 AM,0,49.6,6.9
12/29/2016,1:00:00 AM,0,41.3,9.2
12/29/2016,1:15:00 AM,0,38.2,10.6
12/29/2016,1:30:00 AM,0,39,10.4
12/29/2016,1:45:00 AM,0,40.2,10.3
12/29/2016,2:00:00 AM,0,40.9,10.2
12/29/2016,2:15:00 AM,0,45.5,8.9
12/29/2016,2:30:00 AM,0,52.6,7.5
12/29/2016,2:45:00 AM,0,55,6.5
12/29/2016,3:00:00 AM,0,57.7,5.5
12/29/2016,3:15:00 AM,0,58.9,5.3
12/29/2016,3:30:00 AM,0,60.9,4.9
12/29/2016,3:45:00 AM,0,60.2,5
12/29/2016,4:00:00 AM,0,62.2,4.6
12/29/2016,4:15:00 AM,0,61.7,4.7
12/29/2016,4:30:00 AM,0,59.3,5.2
12/29/2016,4:45:00 AM,0,58,5.5
12/29/2016,5:00:00 AM,0,62.3,4.4
12/29/2016,5:15:00 AM,0,63.4,4.2
12/29/2016,5:30:00 AM,0,60.4,5
12/29/2016,5:45:00 AM,0,60.5,5
12/29/2016,6:00:00 AM,0,61.5,4.7
12/29/2016,6:15:00 AM,0,64.5,3.9
12/29/2016,6:30:00 AM,0,67.8,3.3
12/29/2016,6:45:00 AM,0,69.9,3
12/29/2016,7:00:00 AM,0,70.9,3
12/29/2016,7:15:00 AM,0,69.7,3.6
12/29/2016,7:30:00 AM,0,61.1,6.3
12/29/2016,7:45:00 AM,0,50.1,10
12/29/2016,8:00:00 AM,0,42.1,13.1
12/29/2016,8:15:00 AM,0,37.4,13.7
12/29/2016,8:30:00 AM,0,35.4,14.3
12/29/2016,8:45:00 AM,0,32,15.7
12/29/2016,9:00:00 AM,0,28.6,17.1
12/29/2016,9:15:00 AM,0,28.9,17.4
12/29/2016,9:30:00 AM,0,29.2,17.7
12/29/2016,9:45:00 AM,0,29.7,18
12/29/2016,10:00:00 AM,0,30.1,18.4
12/29/2016,10:15:00 AM,0,29.4,18.9
12/29/2016,10:30:00 AM,0,29.2,19.2
12/29/2016,10:45:00 AM,0,29.2,19.6
12/29/2016,11:00:00 AM,0,28.7,20.1
12/29/2016,11:15:00 AM,0,28.1,20.8
12/29/2016,11:30:00 AM,0,27.8,21
12/29/2016,11:45:00 AM,0,28.8,21.1
12/29/2016,12:00:00 PM,0,29.1,21.3
12/29/2016,12:15:00 PM,0,27.4,22.1
12/29/2016,12:30:00 PM,0,27.5,22.3
12/29/2016,12:45:00 PM,0,27.5,22
12/29/2016,1:00:00 PM,0,26.4,22.7
12/29/2016,1:15:00 PM,0,26.4,22.5
12/29/2016,1:30:00 PM,0,25.5,23.1
12/29/2016,1:45:00 PM,0,25.5,22.7
12/29/2016,2:00:00 PM,0,25.5,23.1
12/29/2016,2:15:00 PM,0,25.3,23.3
12/29/2016,2:30:00 PM,0,25.9,22.8
12/29/2016,2:45:00 PM,0,25.2,23.2
12/29/2016,3:00:00 PM,0,25.2,23
12/29/2016,3:15:00 PM,0,25.2,22.9
12/29/2016,3:30:00 PM,0,24.1,23.4
12/29/2016,3:45:00 PM,0,24.4,23.5
12/29/2016,4:00:00 PM,0,24.8,23.2
12/29/2016,4:15:00 PM,0,24.7,23.3
12/29/2016,4:30:00 PM,0,24.9,22.8
12/29/2016,4:45:00 PM,0,24.8,22.9
12/29/2016,5:00:00 PM,0,25.2,22.5
12/29/2016,5:15:00 PM,0,25.6,22.1
12/29/2016,5:30:00 PM,0,26.4,21.4
12/29/2016,5:45:00 PM,0,27.5,20.7
12/29/2016,6:00:00 PM,0,28.9,20
12/29/2016,6:15:00 PM,0,31,19.2
12/29/2016,6:30:00 PM,0,33.6,18
12/29/2016,6:45:00 PM,0,35.2,17.4
12/29/2016,7:00:00 PM,0,36.5,16.9
12/29/2016,7:15:00 PM,0,37.4,16.6
12/29/2016,7:30:00 PM,0,38.3,16.3
12/29/2016,7:45:00 PM,0,38.9,16
12/29/2016,8:00:00 PM,0,39.5,15.8
12/29/2016,8:15:00 PM,0,40.4,15.6
12/29/2016,8:30:00 PM,0,41.2,15.5
12/29/2016,8:45:00 PM,0,42.1,15.2
12/29/2016,9:00:00 PM,0,43.3,15
12/29/2016,9:15:00 PM,0,44.3,14.9
12/29/2016,9:30:00 PM,0,45.6,14.6
12/29/2016,9:45:00 PM,0,46.2,14.4
12/29/2016,10:00:00 PM,0,48.8,13.5
12/29/2016,10:15:00 PM,0,50.1,13
12/29/2016,10:30:00 PM,0,50.4,12.8
12/29/2016,10:45:00 PM,0,50,12.9
12/29/2016,11:00:00 PM,0,48.5,13.4
12/29/2016,11:15:00 PM,0,48.1,13.4
12/29/2016,11:30:00 PM,0,49.2,13
12/29/2016,11:45:00 PM,0,51.2,12.3
12/30/2016,12:00:00 AM,0,53.3,11.6
12/30/2016,12:15:00 AM,0,54.3,11.3
12/30/2016,12:30:00 AM,0,55.4,11
12/30/2016,12:45:00 AM,0,61,9.5
12/30/2016,1:00:00 AM,0,59.3,9.9
12/30/2016,1:15:00 AM,0,57.4,10.6
12/30/2016,1:30:00 AM,0,56,11.1
12/30/2016,1:45:00 AM,0,60.2,9.9
12/30/2016,2:00:00 AM,0,66.1,8.6
12/30/2016,2:15:00 AM,0,71.2,7.5
12/30/2016,2:30:00 AM,0,69.2,7.8
12/30/2016,2:45:00 AM,0,67.4,8.3
12/30/2016,3:00:00 AM,0,69.5,7.6
12/30/2016,3:15:00 AM,0,73.4,6.8
12/30/2016,3:30:00 AM,0,74.8,6.5
12/30/2016,3:45:00 AM,0,73.5,6.8
12/30/2016,4:00:00 AM,0,74.5,6.5
12/30/2016,4:15:00 AM,0,76.1,6.3
12/30/2016,4:30:00 AM,0,77.8,5.9
12/30/2016,4:45:00 AM,0,82.3,5.1
12/30/2016,5:00:00 AM,0,85,4.7
12/30/2016,5:15:00 AM,0,86.3,4.5
12/30/2016,5:30:00 AM,0,85.3,4.8
12/30/2016,5:45:00 AM,0,82.9,5.1
12/30/2016,6:00:00 AM,0,83,5.1
12/30/2016,6:15:00 AM,0,78.2,5.9
12/30/2016,6:30:00 AM,0,78.8,5.5
12/30/2016,6:45:00 AM,0,81.3,5.2
12/30/2016,7:00:00 AM,0,80.9,5.2
12/30/2016,7:15:00 AM,0,81.5,5.4
12/30/2016,7:30:00 AM,0,74,7.5
12/30/2016,7:45:00 AM,0,63.3,10.1
12/30/2016,8:00:00 AM,0,56.2,12.2
12/30/2016,8:15:00 AM,0,52.5,13.5
12/30/2016,8:30:00 AM,0,50.1,14.3
12/30/2016,8:45:00 AM,0,47.5,15.2
12/30/2016,9:00:00 AM,0,45.1,16.1
12/30/2016,9:15:00 AM,0,43.1,16.9
12/30/2016,9:30:00 AM,0,42.9,17.1
12/30/2016,9:45:00 AM,0,42.4,17.3
12/30/2016,10:00:00 AM,0,41.6,17.8
12/30/2016,10:15:00 AM,0,39.9,18.5
12/30/2016,10:30:00 AM,0,37.3,18.8
12/30/2016,10:45:00 AM,0,35.3,19.5
12/30/2016,11:00:00 AM,0,33.9,19.8
12/30/2016,11:15:00 AM,0,30.9,20.6
12/30/2016,11:30:00 AM,0,29.8,20.7
12/30/2016,11:45:00 AM,0,28.3,21.2
12/30/2016,12:00:00 PM,0,28,21.3
12/30/2016,12:15:00 PM,0,26.3,21.3
12/30/2016,12:30:00 PM,0,25.6,21.5
12/30/2016,12:45:00 PM,0,25.6,21.5
12/30/2016,1:00:00 PM,0,24.6,22
12/30/2016,1:15:00 PM,0,23.5,22.3
12/30/2016,1:30:00 PM,0,22.5,22.7
12/30/2016,1:45:00 PM,0,22.3,22.6
12/30/2016,2:00:00 PM,0,22.2,22.7
12/30/2016,2:15:00 PM,0,22.1,22.6
12/30/2016,2:30:00 PM,0,23,22.2
12/30/2016,2:45:00 PM,0,23.3,22.6
12/30/2016,3:00:00 PM,0,23.1,22.6
12/30/2016,3:15:00 PM,0,23.1,22.8
12/30/2016,3:30:00 PM,0,22.9,22.8
12/30/2016,3:45:00 PM,0,23.5,22.6
12/30/2016,4:00:00 PM,0,23,22.2
12/30/2016,4:15:00 PM,0,23.3,22.3
12/30/2016,4:30:00 PM,0,24.4,21.9
12/30/2016,4:45:00 PM,0,24.9,21.3
12/30/2016,5:00:00 PM,0,26,20.7
12/30/2016,5:15:00 PM,0,27.1,20.1
12/30/2016,5:30:00 PM,0,28.4,19.4
12/30/2016,5:45:00 PM,0,29.4,18.7
12/30/2016,6:00:00 PM,0,30.7,17.8
12/30/2016,6:15:00 PM,0,31.4,17
12/30/2016,6:30:00 PM,0,31.9,16.4
12/30/2016,6:45:00 PM,0,32,15.9
12/30/2016,7:00:00 PM,0,32.4,15.4
12/30/2016,7:15:00 PM,0,31.5,15.2
12/30/2016,7:30:00 PM,0,31.7,14.8
12/30/2016,7:45:00 PM,0,32.4,14.3
12/30/2016,8:00:00 PM,0,32.4,14.1
12/30/2016,8:15:00 PM,0,32.1,13.9
12/30/2016,8:30:00 PM,0,31.2,13.9
12/30/2016,8:45:00 PM,0,30.6,13.7
12/30/2016,9:00:00 PM,0,30.6,13.4
12/30/2016,9:15:00 PM,0,30.3,13.4
12/30/2016,9:30:00 PM,0,30.1,13.3
12/30/2016,9:45:00 PM,0,29.6,13.2
12/30/2016,10:00:00 PM,0,29.7,13
12/30/2016,10:15:00 PM,0,29.7,12.8
12/30/2016,10:30:00 PM,0,29.7,12.7
12/30/2016,10:45:00 PM,0,30.1,12.5
12/30/2016,11:00:00 PM,0,30,12.4
12/30/2016,11:15:00 PM,0,29.9,12.4
12/30/2016,11:30:00 PM,0,29.7,12.3
12/30/2016,11:45:00 PM,0,30.3,12.1
12/31/2016,12:00:00 AM,0,30.8,12.1
12/31/2016,12:15:00 AM,0,31,12.1
12/31/2016,12:30:00 AM,0,31.5,11.9
12/31/2016,12:45:00 AM,0,31.6,12
12/31/2016,1:00:00 AM,0,31.5,12
12/31/2016,1:15:00 AM,0,32.3,11.6
12/31/2016,1:30:00 AM,0,37.7,10.4
12/31/2016,1:45:00 AM,0,45.9,8.4
12/31/2016,2:00:00 AM,0,41.3,8.8
12/31/2016,2:15:00 AM,0,39.3,9.3
12/31/2016,2:30:00 AM,0,38.3,9.5
12/31/2016,2:45:00 AM,0,35.8,10.3
12/31/2016,3:00:00 AM,0,35.3,10.3
12/31/2016,3:15:00 AM,0,37.3,9.6
12/31/2016,3:30:00 AM,0,41.3,8.1
12/31/2016,3:45:00 AM,0,47.5,7.1
12/31/2016,4:00:00 AM,0,55.2,6
12/31/2016,4:15:00 AM,0,58.9,5.4
12/31/2016,4:30:00 AM,0,59.8,5
12/31/2016,4:45:00 AM,0,56.3,5.8
12/31/2016,5:00:00 AM,0,55.7,5.6
12/31/2016,5:15:00 AM,0,56.7,5.1
12/31/2016,5:30:00 AM,0,57.9,4.9
12/31/2016,5:45:00 AM,0,59.1,4.7
12/31/2016,6:00:00 AM,0,58.2,5
12/31/2016,6:15:00 AM,0,62.2,4.2
12/31/2016,6:30:00 AM,0,63.7,4.1
12/31/2016,6:45:00 AM,0,66.9,3.4
12/31/2016,7:00:00 AM,0,68.6,3.2
12/31/2016,7:15:00 AM,0,65.2,4.1
12/31/2016,7:30:00 AM,0,55.9,6.6
12/31/2016,7:45:00 AM,0,45.5,9.6
12/31/2016,8:00:00 AM,0,40.2,11.3
12/31/2016,8:15:00 AM,0,36.7,12.7
12/31/2016,8:30:00 AM,0,34.4,12.9
12/31/2016,8:45:00 AM,0,34,13.4
12/31/2016,9:00:00 AM,0,30.9,14.4
12/31/2016,9:15:00 AM,0,29,15.4
12/31/2016,9:30:00 AM,0,26.7,15.8
12/31/2016,9:45:00 AM,0,28.4,16.5
12/31/2016,10:00:00 AM,0,28.9,16.9
12/31/2016,10:15:00 AM,0,27.3,17.5
12/31/2016,10:30:00 AM,0,25,18.6
12/31/2016,10:45:00 AM,0,23.7,18.8
12/31/2016,11:00:00 AM,0,23.5,18.9
12/31/2016,11:15:00 AM,0,21.9,19.3
12/31/2016,11:30:00 AM,0,21.6,19.8
12/31/2016,11:45:00 AM,0,20.9,20.3
12/31/2016,12:00:00 PM,0,18.8,20.4
12/31/2016,12:15:00 PM,0,19.2,20.8
12/31/2016,12:30:00 PM,0,18,21
12/31/2016,12:45:00 PM,0,17.9,20.9
12/31/2016,1:00:00 PM,0,17,20.9
12/31/2016,1:15:00 PM,0,16.4,21.1
12/31/2016,1:30:00 PM,0,16,21.3
12/31/2016,1:45:00 PM,0,15.2,21.4
12/31/2016,2:00:00 PM,0,14.1,21.2
12/31/2016,2:15:00 PM,0,13.7,21.6
12/31/2016,2:30:00 PM,0,13.9,21.3
12/31/2016,2:45:00 PM,0,14.2,21.1
12/31/2016,3:00:00 PM,0,14.2,21.3
12/31/2016,3:15:00 PM,0,14.2,21.3
12/31/2016,3:30:00 PM,0,14.5,21
12/31/2016,3:45:00 PM,0,14.6,20.7
12/31/2016,4:00:00 PM,0,15.1,20.9
12/31/2016,4:15:00 PM,0,15.2,20.6
12/31/2016,4:30:00 PM,0,14.5,20.2
12/31/2016,4:45:00 PM,0,15,19.8
12/31/2016,5:00:00 PM,0,15,19.5
12/31/2016,5:15:00 PM,0,15.3,19
12/31/2016,5:30:00 PM,0,15.8,18.1
12/31/2016,5:45:00 PM,0,16.2,17.4
12/31/2016,6:00:00 PM,0,16.6,16.7
12/31/2016,6:15:00 PM,0,16.8,16
12/31/2016,6:30:00 PM,0,16.9,15.4
12/31/2016,6:45:00 PM,0,17.6,14.6
12/31/2016,7:00:00 PM,0,17.7,14.1
12/31/2016,7:15:00 PM,0,17.6,13.8
12/31/2016,7:30:00 PM,0,17.8,13.8
12/31/2016,7:45:00 PM,0,18.4,13.7
12/31/2016,8:00:00 PM,0,19.1,13.5
12/31/2016,8:15:00 PM,0,19.9,13.1
12/31/2016,8:30:00 PM,0,20,12.9
12/31/2016,8:45:00 PM,0,19.9,12.7
12/31/2016,9:00:00 PM,0,20.7,12.2
12/31/2016,9:15:00 PM,0,22,11.6
12/31/2016,9:30:00 PM,0,23.6,10.7
12/31/2016,9:45:00 PM,0,23.1,10.8
12/31/2016,10:00:00 PM,0,25.5,9.6
12/31/2016,10:15:00 PM,0,26,9.3
12/31/2016,10:30:00 PM,0,27.3,8.8
12/31/2016,10:45:00 PM,0,27.6,8.7
12/31/2016,11:00:00 PM,0,28.1,8.5
12/31/2016,11:15:00 PM,0,27.4,8.8
12/31/2016,11:30:00 PM,0,24.3,10.1
12/31/2016,11:45:00 PM,0,23.9,10.3
12/1/2017,12:00:00 AM,0,68.3,8.1
12/1/2017,12:15:00 AM,0,72.6,7.1
12/1/2017,12:30:00 AM,0,75,6.8
12/1/2017,12:45:00 AM,0,76.3,7
12/1/2017,1:00:00 AM,0,71.5,8.1
12/1/2017,1:15:00 AM,0,62.6,9.7
12/1/2017,1:30:00 AM,0,67.8,8.7
12/1/2017,1:45:00 AM,0,71.1,7.8
12/1/2017,2:00:00 AM,0,75.6,6.6
12/1/2017,2:15:00 AM,0,80.2,5.7
12/1/2017,2:30:00 AM,0,82.6,5.6
12/1/2017,2:45:00 AM,0,82.3,5.7
12/1/2017,3:00:00 AM,0,79,6.2
12/1/2017,3:15:00 AM,0,79.9,5.5
12/1/2017,3:30:00 AM,0,81.6,5.3
12/1/2017,3:45:00 AM,0,82.3,4.9
12/1/2017,4:00:00 AM,0,84,4.6
12/1/2017,4:15:00 AM,0,85,4.4
12/1/2017,4:30:00 AM,0,84.6,4.6
12/1/2017,4:45:00 AM,0,84.3,4.5
12/1/2017,5:00:00 AM,0,86.2,4
12/1/2017,5:15:00 AM,0,87.6,4.1
12/1/2017,5:30:00 AM,0,86.3,4.7
12/1/2017,5:45:00 AM,0,78.1,5.8
12/1/2017,6:00:00 AM,0,75.6,5.7
12/1/2017,6:15:00 AM,0,80.1,4.6
12/1/2017,6:30:00 AM,0,81.1,4.7
12/1/2017,6:45:00 AM,0,82.5,4.5
12/1/2017,7:00:00 AM,0,83,5
12/1/2017,7:15:00 AM,0,77.9,6.4
12/1/2017,7:30:00 AM,0,68.2,9.5
12/1/2017,7:45:00 AM,0,54.7,12.3
12/1/2017,8:00:00 AM,0,48.8,13.7
12/1/2017,8:15:00 AM,0,42.5,15.8
12/1/2017,8:30:00 AM,0,39,16.7
12/1/2017,8:45:00 AM,0,36.1,17.2
12/1/2017,9:00:00 AM,0,34.2,18.1
12/1/2017,9:15:00 AM,0,32.9,18.2
12/1/2017,9:30:00 AM,0,30.5,18.6
12/1/2017,9:45:00 AM,0,30.6,19
12/1/2017,10:00:00 AM,0,31.3,19.3
12/1/2017,10:15:00 AM,0,30.6,19.9
12/1/2017,10:30:00 AM,0,29.8,19.7
12/1/2017,10:45:00 AM,0,29.1,20.3
12/1/2017,11:00:00 AM,0,28.3,20.3
12/1/2017,11:15:00 AM,0,28.2,20.5
12/1/2017,11:30:00 AM,0,27.8,20.8
12/1/2017,11:45:00 AM,0,27.1,21.2
12/1/2017,12:00:00 PM,0,27.2,21.7
12/1/2017,12:15:00 PM,0,27.4,21.7
12/1/2017,12:30:00 PM,0,27.4,21.9
12/1/2017,12:45:00 PM,0,26.9,22.5
12/1/2017,1:00:00 PM,0,27.2,22.4
12/1/2017,1:15:00 PM,0,27.1,22.5
12/1/2017,1:30:00 PM,0,26.7,22.3
12/1/2017,1:45:00 PM,0,26.9,22.3
12/1/2017,2:00:00 PM,0,26.1,22.7
12/1/2017,2:15:00 PM,0,25.7,23
12/1/2017,2:30:00 PM,0,25.2,23.1
12/1/2017,2:45:00 PM,0,24.3,23.3
12/1/2017,3:00:00 PM,0,23.8,23.6
12/1/2017,3:15:00 PM,0,23.6,23.5
12/1/2017,3:30:00 PM,0,23.6,23.4
12/1/2017,3:45:00 PM,0,24,23.5
12/1/2017,4:00:00 PM,0,24.1,23.3
12/1/2017,4:15:00 PM,0,25.1,23.1
12/1/2017,4:30:00 PM,0,25.4,22.9
12/1/2017,4:45:00 PM,0,26.2,22.4
12/1/2017,5:00:00 PM,0,26.9,22
12/1/2017,5:15:00 PM,0,28,21.3
12/1/2017,5:30:00 PM,0,29.3,20.3
12/1/2017,5:45:00 PM,0,30.6,19.2
12/1/2017,6:00:00 PM,0,32.2,18.3
12/1/2017,6:15:00 PM,0,33.7,17.6
12/1/2017,6:30:00 PM,0,34.4,16.9
12/1/2017,6:45:00 PM,0,35.2,16.5
12/1/2017,7:00:00 PM,0,36.7,15.9
12/1/2017,7:15:00 PM,0,36.8,15.8
12/1/2017,7:30:00 PM,0,36.9,15.8
12/1/2017,7:45:00 PM,0,37.3,15.6
12/1/2017,8:00:00 PM,0,37.4,15.4
12/1/2017,8:15:00 PM,0,36.7,15.4
12/1/2017,8:30:00 PM,0,37.8,15
12/1/2017,8:45:00 PM,0,40.3,14
12/1/2017,9:00:00 PM,0,42.7,13.1
12/1/2017,9:15:00 PM,0,42.2,13.3
12/1/2017,9:30:00 PM,0,47.5,11.8
12/1/2017,9:45:00 PM,0,50,10.9
12/1/2017,10:00:00 PM,0,48.5,11.4
12/1/2017,10:15:00 PM,0,47,11.7
12/1/2017,10:30:00 PM,0,41.4,13.1
12/1/2017,10:45:00 PM,0,41.9,12.7
12/1/2017,11:00:00 PM,0,42.7,12.2
12/1/2017,11:15:00 PM,0,39.6,13
12/1/2017,11:30:00 PM,0,41.1,12.6
12/1/2017,11:45:00 PM,0,41.8,11.9
12/2/2017,12:00:00 AM,0,40.4,12.3
12/2/2017,12:15:00 AM,0,41.6,11.6
12/2/2017,12:30:00 AM,0,39.7,11.8
12/2/2017,12:45:00 AM,0,39.1,12
12/2/2017,1:00:00 AM,0,42.4,10.9
12/2/2017,1:15:00 AM,0,44.7,10.3
12/2/2017,1:30:00 AM,0,45,10.4
12/2/2017,1:45:00 AM,0,43.8,10.8
12/2/2017,2:00:00 AM,0,40.9,11.7
12/2/2017,2:15:00 AM,0,40.8,11.7
