Date,Time,Precipitation_Jinka (mm),Relative Humidity_Jinka (% RH),Temperature_Jinka (?C)
1/10/2019,10:00:00 PM,0,0.1,*
1/10/2019,10:15:00 PM,0,0.1,*
1/10/2019,10:30:00 PM,0,0.1,*
1/10/2019,10:45:00 PM,0,0.1,*
1/10/2019,11:00:00 PM,0,0.1,*
1/10/2019,11:15:00 PM,0,0.1,*
1/10/2019,11:30:00 PM,0,0.1,*
1/10/2019,11:45:00 PM,0,0.1,*
1/11/2019,12:00:00 AM,0,0.1,*
1/11/2019,12:15:00 AM,0,0.1,*
1/11/2019,12:30:00 AM,0,0.1,*
1/11/2019,12:45:00 AM,0,0.1,*
1/11/2019,1:00:00 AM,0,0.1,*
1/11/2019,1:15:00 AM,0,0.1,*
1/11/2019,1:30:00 AM,0,0.1,*
1/11/2019,1:45:00 AM,0,0.1,*
1/11/2019,2:00:00 AM,0,0.1,*
1/11/2019,2:15:00 AM,0,0.1,*
1/11/2019,2:30:00 AM,0,0.1,*
1/11/2019,2:45:00 AM,0,0.1,*
1/11/2019,3:00:00 AM,0,0.1,*
1/11/2019,3:15:00 AM,0,0.1,*
1/11/2019,3:30:00 AM,0,0.1,*
1/11/2019,3:45:00 AM,0,0.1,*
1/11/2019,4:00:00 AM,0,0.1,*
1/11/2019,4:15:00 AM,0,0.1,*
1/11/2019,4:30:00 AM,0,0.1,*
1/11/2019,4:45:00 AM,0,0.1,*
1/11/2019,5:00:00 AM,0,0.1,*
1/11/2019,5:15:00 AM,0,0.1,*
1/11/2019,5:30:00 AM,0,0.1,*
1/11/2019,5:45:00 AM,0,0.1,*
1/11/2019,6:00:00 AM,0,0.1,*
1/11/2019,6:15:00 AM,0,0.1,*
1/11/2019,6:30:00 AM,0,0.1,*
1/11/2019,6:45:00 AM,0,0.1,*
1/11/2019,7:00:00 AM,0,0.1,*
1/11/2019,7:15:00 AM,0,0.1,*
1/11/2019,7:30:00 AM,0,0.1,*
1/11/2019,7:45:00 AM,0,0.1,*
1/11/2019,8:00:00 AM,0,0.1,*
1/11/2019,8:15:00 AM,0,0.1,*
1/11/2019,8:30:00 AM,0,0.1,*
1/11/2019,8:45:00 AM,0,0.1,*
1/11/2019,9:00:00 AM,0,0.1,*
1/11/2019,9:15:00 AM,0,0.1,*
1/11/2019,9:30:00 AM,0,0.1,*
1/11/2019,9:45:00 AM,0,0.1,*
1/11/2019,10:00:00 AM,0,0.1,*
1/11/2019,10:15:00 AM,0,0.1,*
1/11/2019,10:30:00 AM,0,0.1,*
1/11/2019,10:45:00 AM,0,0.1,*
1/11/2019,11:00:00 AM,0,0.1,*
1/11/2019,11:15:00 AM,0,0.1,*
1/11/2019,11:30:00 AM,0,0.1,*
1/11/2019,11:45:00 AM,0,0.1,*
1/11/2019,12:00:00 PM,0,0.1,*
1/11/2019,12:15:00 PM,0,0.1,*
1/11/2019,12:30:00 PM,0,0.1,*
1/11/2019,12:45:00 PM,0,0.1,*
1/11/2019,1:00:00 PM,0,0.1,*
1/11/2019,1:15:00 PM,0,0.1,*
1/11/2019,1:30:00 PM,0,0.1,*
1/11/2019,1:45:00 PM,0,0.1,*
1/11/2019,2:00:00 PM,0,0.1,*
1/11/2019,2:15:00 PM,0,0.1,*
1/11/2019,2:30:00 PM,0,0.1,*
1/11/2019,2:45:00 PM,0,0.1,*
1/11/2019,3:00:00 PM,0,0.1,*
1/11/2019,3:15:00 PM,0,0.1,*
1/11/2019,3:30:00 PM,0,0.1,*
1/11/2019,3:45:00 PM,0,0.1,*
1/11/2019,4:00:00 PM,0,0.1,*
1/11/2019,4:15:00 PM,0,0.1,*
1/11/2019,4:30:00 PM,0,0.1,*
1/11/2019,4:45:00 PM,0,0.1,*
1/11/2019,5:00:00 PM,0,0.1,*
1/11/2019,5:15:00 PM,0,0.1,*
1/11/2019,5:30:00 PM,0,0.1,*
1/11/2019,5:45:00 PM,0,0.1,*
1/11/2019,6:00:00 PM,0,0.1,*
1/11/2019,6:15:00 PM,0,0.1,*
1/11/2019,6:30:00 PM,0,0.1,*
1/11/2019,6:45:00 PM,0,0.1,*
1/11/2019,7:00:00 PM,0,0.1,*
1/11/2019,7:15:00 PM,0,0.1,*
1/11/2019,7:30:00 PM,0,0.1,*
1/11/2019,7:45:00 PM,0,0.1,*
1/11/2019,8:00:00 PM,0,0.1,*
1/11/2019,8:15:00 PM,0,0.1,*
1/11/2019,8:30:00 PM,0,0.1,*
1/11/2019,8:45:00 PM,0,0.1,*
1/11/2019,9:00:00 PM,0,0.1,*
1/11/2019,9:15:00 PM,0,0.1,*
1/11/2019,9:30:00 PM,0,0.1,*
1/11/2019,9:45:00 PM,0,0.1,*
1/11/2019,10:00:00 PM,0,0.1,*
1/11/2019,10:15:00 PM,0,0.1,*
1/11/2019,10:30:00 PM,0,0.1,*
1/11/2019,10:45:00 PM,0,0.1,*
1/11/2019,11:00:00 PM,0,0.1,*
1/11/2019,11:15:00 PM,0,0.1,*
1/11/2019,11:30:00 PM,0,0.1,*
1/11/2019,11:45:00 PM,0,0.1,*
1/12/2019,12:00:00 AM,0,0.1,*
1/12/2019,12:15:00 AM,0,0.1,*
1/12/2019,12:30:00 AM,0,0.1,*
1/12/2019,12:45:00 AM,0,0.1,*
1/12/2019,1:00:00 AM,0,0.1,*
1/12/2019,1:15:00 AM,0,0.1,*
1/12/2019,1:30:00 AM,0,0.1,*
1/12/2019,1:45:00 AM,0,0.1,*
1/12/2019,2:00:00 AM,0,0.1,*
1/12/2019,2:15:00 AM,0,0.1,*
1/12/2019,2:30:00 AM,0,0.1,*
1/12/2019,2:45:00 AM,0,0.1,*
1/12/2019,3:00:00 AM,0,0.1,*
1/12/2019,3:15:00 AM,0,0.1,*
1/12/2019,3:30:00 AM,0,0.1,*
1/12/2019,3:45:00 AM,0,0.1,*
1/12/2019,4:00:00 AM,0,0.1,*
1/12/2019,4:15:00 AM,0,0.1,*
1/12/2019,4:30:00 AM,0,0.1,*
1/12/2019,4:45:00 AM,0,0.1,*
1/12/2019,5:00:00 AM,0,0.1,*
1/12/2019,5:15:00 AM,0,0.1,*
1/12/2019,5:30:00 AM,0,0.1,*
1/12/2019,5:45:00 AM,0,0.1,*
1/12/2019,6:00:00 AM,0,0.1,*
1/12/2019,6:15:00 AM,0,0.1,*
1/12/2019,6:30:00 AM,0,0.1,*
1/12/2019,6:45:00 AM,0,0.1,*
1/12/2019,7:00:00 AM,0,0.1,*
1/12/2019,7:15:00 AM,0,0.1,*
1/12/2019,7:30:00 AM,0,0.1,*
1/12/2019,7:45:00 AM,0,0.1,*
1/12/2019,8:00:00 AM,0,0.1,*
1/12/2019,8:15:00 AM,0,0.1,*
1/12/2019,8:30:00 AM,0,0.1,*
1/12/2019,8:45:00 AM,0,0.1,*
1/12/2019,9:00:00 AM,0,0.1,*
1/12/2019,9:15:00 AM,0,0.1,*
1/12/2019,9:30:00 AM,0,0.1,*
1/12/2019,9:45:00 AM,0,0.1,*
1/12/2019,10:00:00 AM,0,0.1,*
1/12/2019,10:15:00 AM,0,0.1,*
1/12/2019,10:30:00 AM,0,0.1,*
1/12/2019,10:45:00 AM,0,0.1,*
1/12/2019,11:00:00 AM,0,0.1,*
1/12/2019,11:15:00 AM,0,0.1,*
1/12/2019,11:30:00 AM,0,0.1,*
1/12/2019,11:45:00 AM,0,0.1,*
1/12/2019,12:00:00 PM,0,0.1,*
1/12/2019,12:15:00 PM,0,0.1,*
1/12/2019,12:30:00 PM,0,0.1,*
1/12/2019,12:45:00 PM,0,0.1,*
1/12/2019,1:00:00 PM,0,0.1,*
1/12/2019,1:15:00 PM,0,0.1,*
1/12/2019,1:30:00 PM,0,0.1,*
1/12/2019,1:45:00 PM,0,0.1,*
1/12/2019,2:00:00 PM,0,0.1,*
1/12/2019,2:15:00 PM,0,0.1,*
1/12/2019,2:30:00 PM,0,0.1,*
1/12/2019,2:45:00 PM,0,0.1,*
1/12/2019,3:00:00 PM,0,0.1,*
1/12/2019,3:15:00 PM,0,0.1,*
1/12/2019,3:30:00 PM,0,0.1,*
1/12/2019,3:45:00 PM,0,0.1,*
1/12/2019,4:00:00 PM,0,0.1,*
1/12/2019,4:15:00 PM,0,0.1,*
1/12/2019,4:30:00 PM,0,0.1,*
1/12/2019,4:45:00 PM,0,0.1,*
1/12/2019,5:00:00 PM,0,0.1,*
1/12/2019,5:15:00 PM,0,0.1,*
1/12/2019,5:30:00 PM,0,0.1,*
1/12/2019,5:45:00 PM,0,0.1,*
1/12/2019,6:00:00 PM,0,0.1,*
1/12/2019,6:15:00 PM,0,0.1,*
1/12/2019,6:30:00 PM,0,0.1,*
1/12/2019,6:45:00 PM,0,0.1,*
1/12/2019,7:00:00 PM,0,0.1,*
1/12/2019,7:15:00 PM,0,0.1,*
1/12/2019,7:30:00 PM,0,0.1,*
1/12/2019,7:45:00 PM,0,0.1,*
1/12/2019,8:00:00 PM,0,0.1,*
1/12/2019,8:15:00 PM,0,0.1,*
1/12/2019,8:30:00 PM,0,0.1,*
1/12/2019,8:45:00 PM,0,0.1,*
1/12/2019,9:00:00 PM,0,0.1,*
1/12/2019,9:15:00 PM,0,0.1,*
1/12/2019,9:30:00 PM,0,0.1,*
1/12/2019,9:45:00 PM,0,0.1,*
1/12/2019,10:00:00 PM,0,0.1,*
1/12/2019,10:15:00 PM,0,0.1,*
1/12/2019,10:30:00 PM,0,0.1,*
1/12/2019,10:45:00 PM,0,0.1,*
1/12/2019,11:00:00 PM,0,0.1,*
1/12/2019,11:15:00 PM,0,0.1,*
1/12/2019,11:30:00 PM,0,0.1,*
1/12/2019,11:45:00 PM,0,0.1,*
1/13/2019,12:00:00 AM,0,0.1,*
1/13/2019,12:15:00 AM,0,0.1,*
1/13/2019,12:30:00 AM,0,0.1,*
1/13/2019,12:45:00 AM,0,0.1,*
1/13/2019,1:00:00 AM,0,0.1,*
1/13/2019,1:15:00 AM,0,0.1,*
1/13/2019,1:30:00 AM,0,0.1,*
1/13/2019,1:45:00 AM,0,0.1,*
1/13/2019,2:00:00 AM,0,0.1,*
1/13/2019,2:15:00 AM,0,0.1,*
1/13/2019,2:30:00 AM,0,0.1,*
1/13/2019,2:45:00 AM,0,0.1,*
1/13/2019,3:00:00 AM,0,0.1,*
1/13/2019,3:15:00 AM,0,0.1,*
1/13/2019,3:30:00 AM,0,0.1,*
1/13/2019,3:45:00 AM,0,0.1,*
1/13/2019,4:00:00 AM,0,0.1,*
1/13/2019,4:15:00 AM,0,0.1,*
1/13/2019,4:30:00 AM,0,0.1,*
1/13/2019,4:45:00 AM,0,0.1,*
1/13/2019,5:00:00 AM,0,0.1,*
1/13/2019,5:15:00 AM,0,0.1,*
1/13/2019,5:30:00 AM,0,0.1,*
1/13/2019,5:45:00 AM,0,0.1,*
1/13/2019,6:00:00 AM,0,0.1,*
1/13/2019,6:15:00 AM,0,0.1,*
1/13/2019,6:30:00 AM,0,0.1,*
1/13/2019,6:45:00 AM,0,0.1,*
1/13/2019,7:00:00 AM,0,0.1,*
1/13/2019,7:15:00 AM,0,0.1,*
1/13/2019,7:30:00 AM,0,0.1,*
1/13/2019,7:45:00 AM,0,0.1,*
1/13/2019,8:00:00 AM,0,0.1,*
1/13/2019,8:15:00 AM,0,0.1,*
1/13/2019,8:30:00 AM,0,0.1,*
1/13/2019,8:45:00 AM,0,0.1,*
1/13/2019,9:00:00 AM,0,0.1,*
1/13/2019,9:15:00 AM,0,0.1,*
1/13/2019,9:30:00 AM,0,0.1,*
1/13/2019,9:45:00 AM,0,0.1,*
1/13/2019,10:00:00 AM,0,0.1,*
1/13/2019,10:15:00 AM,0,0.1,*
1/13/2019,10:30:00 AM,0,0.1,*
1/13/2019,10:45:00 AM,0,0.1,*
1/13/2019,11:00:00 AM,0,0.1,*
1/13/2019,11:15:00 AM,0,0.1,*
1/13/2019,11:30:00 AM,0,0.1,*
1/13/2019,11:45:00 AM,0,0.1,*
1/13/2019,12:00:00 PM,0,0.1,*
1/13/2019,12:15:00 PM,0,0.1,*
1/13/2019,12:30:00 PM,0,0.1,*
1/13/2019,12:45:00 PM,0,0.1,*
1/13/2019,1:00:00 PM,0,0.1,*
1/13/2019,1:15:00 PM,0,0.1,*
1/13/2019,1:30:00 PM,0,0.1,*
1/13/2019,1:45:00 PM,0,0.1,*
1/13/2019,2:00:00 PM,0,0.1,*
1/13/2019,2:15:00 PM,0,0.1,*
1/13/2019,2:30:00 PM,0,0.1,*
1/13/2019,2:45:00 PM,0,0.1,*
1/13/2019,3:00:00 PM,0,0.1,*
1/13/2019,3:15:00 PM,0,0.1,*
1/13/2019,3:30:00 PM,0,0.1,*
1/13/2019,3:45:00 PM,0,0.1,*
1/13/2019,4:00:00 PM,0,0.1,*
1/13/2019,4:15:00 PM,0,0.1,*
1/13/2019,4:30:00 PM,0,0.1,*
1/13/2019,4:45:00 PM,0,0.1,*
1/13/2019,5:00:00 PM,0,0.1,*
1/13/2019,5:15:00 PM,0,0.1,*
1/13/2019,5:30:00 PM,0,0.1,*
1/13/2019,5:45:00 PM,0,0.1,*
1/13/2019,6:00:00 PM,0,0.1,*
1/13/2019,6:15:00 PM,0,0.1,*
1/13/2019,6:30:00 PM,0,0.1,*
1/13/2019,6:45:00 PM,0,0.1,*
1/13/2019,7:00:00 PM,0,0.1,*
1/13/2019,7:15:00 PM,0,0.1,*
1/13/2019,7:30:00 PM,0,0.1,*
1/13/2019,7:45:00 PM,0,0.1,*
1/13/2019,8:00:00 PM,0,0.1,*
1/13/2019,8:15:00 PM,0,0.1,*
1/13/2019,8:30:00 PM,0,0.1,*
1/13/2019,8:45:00 PM,0,0.1,*
1/13/2019,9:00:00 PM,0,0.1,*
1/13/2019,9:15:00 PM,0,0.1,*
1/13/2019,9:30:00 PM,0,0.1,*
1/13/2019,9:45:00 PM,0,0.1,*
1/13/2019,10:00:00 PM,0,0.1,*
1/13/2019,10:15:00 PM,0,0.1,*
1/13/2019,10:30:00 PM,0,0.1,*
1/13/2019,10:45:00 PM,0,0.1,*
1/13/2019,11:00:00 PM,0,0.1,*
1/13/2019,11:15:00 PM,0,0.1,*
1/13/2019,11:30:00 PM,0,0.1,*
1/13/2019,11:45:00 PM,0,0.1,*
1/14/2019,12:00:00 AM,0,0.1,*
1/14/2019,12:15:00 AM,0,0.1,*
1/14/2019,12:30:00 AM,0,0.1,*
1/14/2019,12:45:00 AM,0,0.1,*
1/14/2019,1:00:00 AM,0,0.1,*
1/14/2019,1:15:00 AM,0,0.1,*
1/14/2019,1:30:00 AM,0,0.1,*
1/14/2019,1:45:00 AM,0,0.1,*
1/14/2019,2:00:00 AM,0,0.1,*
1/14/2019,2:15:00 AM,0,0.1,*
1/14/2019,2:30:00 AM,0,0.1,*
1/14/2019,2:45:00 AM,0,0.1,*
1/14/2019,3:00:00 AM,0,0.1,*
1/14/2019,3:15:00 AM,0,0.1,*
1/14/2019,3:30:00 AM,0,0.1,*
1/14/2019,3:45:00 AM,0,0.1,*
1/14/2019,4:00:00 AM,0,0.1,*
1/14/2019,4:15:00 AM,0,0.1,*
1/14/2019,4:30:00 AM,0,0.1,*
1/14/2019,4:45:00 AM,0,0.1,*
1/14/2019,5:00:00 AM,0,0.1,*
1/14/2019,5:15:00 AM,0,0.1,*
1/14/2019,5:30:00 AM,0,0.1,*
1/14/2019,5:45:00 AM,0,0.1,*
1/14/2019,6:00:00 AM,0,0.1,*
1/14/2019,6:15:00 AM,0,0.1,*
1/14/2019,6:30:00 AM,0,0.1,*
1/14/2019,6:45:00 AM,0,0.1,*
1/14/2019,7:00:00 AM,0,0.1,*
1/14/2019,7:15:00 AM,0,0.1,*
1/14/2019,7:30:00 AM,0,0.1,*
1/14/2019,7:45:00 AM,0,0.1,*
1/14/2019,8:00:00 AM,0,0.1,*
1/14/2019,8:15:00 AM,0,0.1,*
1/14/2019,8:30:00 AM,0,0.1,*
1/14/2019,8:45:00 AM,0,0.1,*
1/14/2019,9:00:00 AM,0,0.1,*
1/14/2019,9:15:00 AM,0,0.1,*
1/14/2019,9:30:00 AM,0,0.1,*
1/14/2019,9:45:00 AM,0,0.1,*
1/14/2019,10:00:00 AM,0,0.1,*
1/14/2019,10:15:00 AM,0,0.1,*
1/14/2019,10:30:00 AM,0,0.1,*
1/14/2019,10:45:00 AM,0,0.1,*
1/14/2019,11:00:00 AM,0,0.1,*
1/14/2019,11:15:00 AM,0,0.1,*
1/14/2019,11:30:00 AM,0,0.1,*
1/14/2019,11:45:00 AM,0,0.1,*
1/14/2019,12:00:00 PM,0,0.1,*
1/14/2019,12:15:00 PM,0,0.1,*
1/14/2019,12:30:00 PM,0,0.1,*
1/14/2019,12:45:00 PM,0,0.1,*
1/14/2019,1:00:00 PM,0,0.1,*
1/14/2019,1:15:00 PM,0,0.1,*
1/14/2019,1:30:00 PM,0,0.1,*
1/14/2019,1:45:00 PM,0,0.1,*
1/14/2019,2:00:00 PM,0,0.1,*
1/14/2019,2:15:00 PM,0,0.1,*
1/14/2019,2:30:00 PM,0,0.1,*
1/14/2019,2:45:00 PM,0,0.1,*
1/14/2019,3:00:00 PM,0,0.1,*
1/14/2019,3:15:00 PM,0,0.1,*
1/14/2019,3:30:00 PM,0,0.1,*
1/14/2019,3:45:00 PM,0,0.1,*
1/14/2019,4:00:00 PM,0,0.1,*
1/14/2019,4:15:00 PM,0,0.1,*
1/14/2019,4:30:00 PM,0,0.1,*
1/14/2019,4:45:00 PM,0,0.1,*
1/14/2019,5:00:00 PM,0,0.1,*
1/14/2019,5:15:00 PM,0,0.1,*
1/14/2019,5:30:00 PM,0,0.1,*
1/14/2019,5:45:00 PM,0,0.1,*
1/14/2019,6:00:00 PM,0,0.1,*
1/14/2019,6:15:00 PM,0,0.1,*
1/14/2019,6:30:00 PM,0,0.1,*
1/14/2019,6:45:00 PM,0,0.1,*
1/14/2019,7:00:00 PM,0,0.1,*
1/14/2019,7:15:00 PM,0,0.1,*
1/14/2019,7:30:00 PM,0,0.1,*
1/14/2019,7:45:00 PM,0,0.1,*
1/14/2019,8:00:00 PM,0,0.1,*
1/14/2019,8:15:00 PM,0,0.1,*
1/14/2019,8:30:00 PM,0,0.1,*
1/14/2019,8:45:00 PM,0,0.1,*
1/14/2019,9:00:00 PM,0,0.1,*
1/14/2019,9:15:00 PM,0,0.1,*
1/14/2019,9:30:00 PM,0,0.1,*
1/14/2019,9:45:00 PM,0,0.1,*
1/14/2019,10:00:00 PM,0,0.1,*
1/14/2019,10:15:00 PM,0,0.1,*
1/14/2019,10:30:00 PM,0,0.1,*
1/14/2019,10:45:00 PM,0,0.1,*
1/14/2019,11:00:00 PM,0,0.1,*
1/14/2019,11:15:00 PM,0,0.1,*
1/14/2019,11:30:00 PM,0,0.1,*
1/14/2019,11:45:00 PM,0,0.1,*
1/15/2019,12:00:00 AM,0,0.1,*
1/15/2019,12:15:00 AM,0,0.1,*
1/15/2019,12:30:00 AM,0,0.1,*
1/15/2019,12:45:00 AM,0,0.1,*
1/15/2019,1:00:00 AM,0,0.1,*
1/15/2019,1:15:00 AM,0,0.1,*
1/15/2019,1:30:00 AM,0,0.1,*
1/15/2019,1:45:00 AM,0,0.1,*
1/15/2019,2:00:00 AM,0,0.1,*
1/15/2019,2:15:00 AM,0,0.1,*
1/15/2019,2:30:00 AM,0,0.1,*
1/15/2019,2:45:00 AM,0,0.1,*
1/15/2019,3:00:00 AM,0,0.1,*
1/15/2019,3:15:00 AM,0,0.1,*
1/15/2019,3:30:00 AM,0,0.1,*
1/15/2019,3:45:00 AM,0,0.1,*
1/15/2019,4:00:00 AM,0,0.1,*
1/15/2019,4:15:00 AM,0,0.1,*
1/15/2019,4:30:00 AM,0,0.1,*
1/15/2019,4:45:00 AM,0,0.1,*
1/15/2019,5:00:00 AM,0,0.1,*
1/15/2019,5:15:00 AM,0,0.1,*
1/15/2019,5:30:00 AM,0,0.1,*
1/15/2019,5:45:00 AM,0,0.1,*
1/15/2019,6:00:00 AM,0,0.1,*
1/15/2019,6:15:00 AM,0,0.1,*
1/15/2019,6:30:00 AM,0,0.1,*
1/15/2019,6:45:00 AM,0,0.1,*
1/15/2019,7:00:00 AM,0,0.1,*
1/15/2019,7:15:00 AM,0,0.1,*
1/15/2019,7:30:00 AM,0,0.1,*
1/15/2019,7:45:00 AM,0,0.1,*
1/15/2019,8:00:00 AM,0,0.1,*
1/15/2019,8:15:00 AM,0,0.1,*
1/15/2019,8:30:00 AM,0,0.1,*
1/15/2019,8:45:00 AM,0,0.1,*
1/15/2019,9:00:00 AM,0,0.1,*
1/15/2019,9:15:00 AM,0,0.1,*
1/15/2019,9:30:00 AM,0,0.1,*
1/15/2019,9:45:00 AM,0,0.1,*
1/15/2019,10:00:00 AM,0,0.1,*
1/15/2019,10:15:00 AM,0,0.1,*
1/15/2019,10:30:00 AM,0,0.1,*
1/15/2019,10:45:00 AM,0,0.1,*
1/15/2019,11:00:00 AM,0,0.1,*
1/15/2019,11:15:00 AM,0,0.1,*
1/15/2019,11:30:00 AM,0,0.1,*
1/15/2019,11:45:00 AM,0,0.1,*
1/15/2019,12:00:00 PM,0,0.1,*
1/15/2019,12:15:00 PM,0,0.1,*
1/15/2019,12:30:00 PM,0,0.1,*
1/15/2019,12:45:00 PM,0,0.1,*
1/15/2019,1:00:00 PM,0,0.1,*
1/15/2019,1:15:00 PM,0,0.1,*
1/15/2019,1:30:00 PM,0,0.1,*
1/15/2019,1:45:00 PM,0,0.1,*
1/15/2019,2:00:00 PM,0,0.1,*
1/15/2019,2:15:00 PM,0,0.1,*
1/15/2019,2:30:00 PM,0,0.1,*
1/15/2019,2:45:00 PM,0,0.1,*
1/15/2019,3:00:00 PM,0,0.1,*
1/15/2019,3:15:00 PM,0,0.1,*
1/15/2019,3:30:00 PM,0,0.1,*
1/15/2019,3:45:00 PM,0,0.1,*
1/15/2019,4:00:00 PM,0,0.1,*
1/15/2019,4:15:00 PM,0,0.1,*
1/15/2019,4:30:00 PM,0,0.1,*
1/15/2019,4:45:00 PM,0,0.1,*
1/15/2019,5:00:00 PM,0,0.1,*
1/15/2019,5:15:00 PM,0,0.1,*
1/15/2019,5:30:00 PM,0,0.1,*
1/15/2019,5:45:00 PM,0,0.1,*
1/15/2019,6:00:00 PM,0,0.1,*
1/15/2019,6:15:00 PM,0,0.1,*
1/15/2019,6:30:00 PM,0,0.1,*
1/15/2019,6:45:00 PM,0,0.1,*
1/15/2019,7:00:00 PM,0,0.1,*
1/15/2019,7:15:00 PM,0,0.1,*
1/15/2019,7:30:00 PM,0,0.1,*
1/15/2019,7:45:00 PM,0,0.1,*
1/15/2019,8:00:00 PM,0,0.1,*
1/15/2019,8:15:00 PM,0,0.1,*
1/15/2019,8:30:00 PM,0,0.1,*
1/15/2019,8:45:00 PM,0,0.1,*
1/15/2019,9:00:00 PM,0,0.1,*
1/15/2019,9:15:00 PM,0,0.1,*
1/15/2019,9:30:00 PM,0,0.1,*
1/15/2019,9:45:00 PM,0,0.1,*
1/15/2019,10:00:00 PM,0,0.1,*
1/15/2019,10:15:00 PM,0,0.1,*
1/15/2019,10:30:00 PM,0,0.1,*
1/15/2019,10:45:00 PM,0,0.1,*
1/15/2019,11:00:00 PM,0,0.1,*
1/15/2019,11:15:00 PM,0,0.1,*
1/15/2019,11:30:00 PM,0,0.1,*
1/15/2019,11:45:00 PM,0,0.1,*
1/16/2019,12:00:00 AM,0,0.1,*
1/16/2019,12:15:00 AM,0,0.1,*
1/16/2019,12:30:00 AM,0,0.1,*
1/16/2019,12:45:00 AM,0,0.1,*
1/16/2019,1:00:00 AM,0,0.1,*
1/16/2019,1:15:00 AM,0,0.1,*
1/16/2019,1:30:00 AM,0,0.1,*
1/16/2019,1:45:00 AM,0,0.1,*
1/16/2019,2:00:00 AM,0,0.1,*
1/16/2019,2:15:00 AM,0,0.1,*
1/16/2019,2:30:00 AM,0,0.1,*
1/16/2019,2:45:00 AM,0,0.1,*
1/16/2019,3:00:00 AM,0,0.1,*
1/16/2019,3:15:00 AM,0,0.1,*
1/16/2019,3:30:00 AM,0,0.1,*
1/16/2019,3:45:00 AM,0,0.1,*
1/16/2019,4:00:00 AM,0,0.1,*
1/16/2019,4:15:00 AM,0,0.1,*
1/16/2019,4:30:00 AM,0,0.1,*
1/16/2019,4:45:00 AM,0,0.1,*
1/16/2019,5:00:00 AM,0,0.1,*
1/16/2019,5:15:00 AM,0,0.1,*
1/16/2019,5:30:00 AM,0,0.1,*
1/16/2019,5:45:00 AM,0,0.1,*
1/16/2019,6:00:00 AM,0,0.1,*
1/16/2019,6:15:00 AM,0,0.1,*
1/16/2019,6:30:00 AM,0,0.1,*
1/16/2019,6:45:00 AM,0,0.1,*
1/16/2019,7:00:00 AM,0,0.1,*
1/16/2019,7:15:00 AM,0,0.1,*
1/16/2019,7:30:00 AM,0,0.1,*
1/16/2019,7:45:00 AM,0,0.1,*
1/16/2019,8:00:00 AM,0,0.1,*
1/16/2019,8:15:00 AM,0,0.1,*
1/16/2019,8:30:00 AM,0,0.1,*
1/16/2019,8:45:00 AM,0,0.1,*
1/16/2019,9:00:00 AM,0,0.1,*
1/16/2019,9:15:00 AM,0,0.1,*
1/16/2019,9:30:00 AM,0,0.1,*
1/16/2019,9:45:00 AM,0,0.1,*
1/16/2019,10:00:00 AM,0,0.1,*
1/16/2019,10:15:00 AM,0,0.1,*
1/16/2019,10:30:00 AM,0,0.1,*
1/16/2019,10:45:00 AM,0,0.1,*
1/16/2019,11:00:00 AM,0,0.1,*
1/16/2019,11:15:00 AM,0,0.1,*
1/16/2019,11:30:00 AM,0,0.1,*
1/16/2019,11:45:00 AM,0,0.1,*
1/16/2019,12:00:00 PM,0,0.1,*
1/16/2019,12:15:00 PM,0,0.1,*
1/16/2019,12:30:00 PM,0,0.1,*
1/16/2019,12:45:00 PM,0,0.1,*
1/16/2019,1:00:00 PM,0,0.1,*
1/16/2019,1:15:00 PM,0,0.1,*
1/16/2019,1:30:00 PM,0,0.1,*
1/16/2019,1:45:00 PM,0,0.1,*
1/16/2019,2:00:00 PM,0,0.1,*
1/16/2019,2:15:00 PM,0,0.1,*
1/16/2019,2:30:00 PM,0,0.1,*
1/16/2019,2:45:00 PM,0,0.1,*
1/16/2019,3:00:00 PM,0,0.1,*
1/16/2019,3:15:00 PM,0,0.1,*
1/16/2019,3:30:00 PM,0,0.1,*
1/16/2019,3:45:00 PM,0,0.1,*
1/16/2019,4:00:00 PM,0,0.1,*
1/16/2019,4:15:00 PM,0,0.1,*
1/16/2019,4:30:00 PM,0,0.1,*
1/16/2019,4:45:00 PM,0,0.1,*
1/16/2019,5:00:00 PM,0,0.1,*
1/16/2019,5:15:00 PM,0,0.1,*
1/16/2019,5:30:00 PM,0,0.1,*
1/16/2019,5:45:00 PM,0,0.1,*
1/16/2019,6:00:00 PM,0,0.1,*
1/16/2019,6:15:00 PM,0,0.1,*
1/16/2019,6:30:00 PM,0,0.1,*
1/16/2019,6:45:00 PM,0,0.1,*
1/16/2019,7:00:00 PM,0,0.1,*
1/16/2019,7:15:00 PM,0,0.1,*
1/16/2019,7:30:00 PM,0,0.1,*
1/16/2019,7:45:00 PM,0,0.1,*
1/16/2019,8:00:00 PM,0,0.1,*
1/16/2019,8:15:00 PM,0,0.1,*
1/16/2019,8:30:00 PM,0,0.1,*
1/16/2019,8:45:00 PM,0,0.1,*
1/16/2019,9:00:00 PM,0,0.1,*
1/16/2019,9:15:00 PM,0,0.1,*
1/16/2019,9:30:00 PM,0,0.1,*
1/16/2019,9:45:00 PM,0,0.1,*
1/16/2019,10:00:00 PM,0,0.1,*
1/16/2019,10:15:00 PM,0,0.1,*
1/16/2019,10:30:00 PM,0,0.1,*
1/16/2019,10:45:00 PM,0,0.1,*
1/16/2019,11:00:00 PM,0,0.1,*
